NPU,Movimento,Start,End
662702,A13,2016-06-16 16:57:31,2016-06-16 16:57:37
662702,A3,2016-06-16 16:57:38,2016-06-16 16:57:41
662702,A4,2016-06-16 16:57:41,2016-06-16 16:59:10
662702,A5,2016-06-16 16:59:11,2016-06-16 16:59:16
662702,A12,2016-06-16 16:59:17,2016-06-16 16:59:21
662702,A13,2016-06-16 16:59:22,2016-06-16 16:59:53
662702,A34,2016-06-16 16:59:54,2016-09-01 15:36:58
662702,A35,2016-09-01 15:36:59,2016-09-01 15:38:20
662702,A14,2016-09-01 15:38:24,2016-09-01 15:38:31
662702,A10,2016-09-01 15:38:33,2016-09-01 15:38:33
663273,A1,2016-06-09 16:17:56,2016-06-09 16:18:45
663273,A2,2016-06-09 16:18:47,2016-06-09 16:18:53
663273,A3,2016-06-09 16:18:53,2016-08-18 16:59:12
663273,A11,2016-08-18 16:59:13,2016-08-18 17:00:32
663273,A5,2016-08-18 17:00:33,2016-08-18 17:00:48
663273,A3,2016-08-18 17:00:49,2016-08-22 13:48:02
663273,A4,2016-08-22 13:48:02,2016-08-22 13:48:05
663273,A5,2016-08-22 13:48:05,2016-08-22 13:48:10
663273,A6,2016-08-22 13:48:11,2016-08-22 13:48:15
663273,A22,2016-08-22 16:23:45,2016-08-22 16:25:02
663273,A23,2016-08-22 18:58:43,2016-08-22 19:02:30
663273,A9,2016-08-22 19:02:32,2016-08-22 19:02:36
663273,A12,2016-08-22 19:02:37,2016-09-13 16:47:34
663273,A13,2016-09-13 16:47:36,2016-09-13 16:48:46
663273,A3,2016-09-13 16:48:47,2016-09-21 17:59:39
663273,A11,2016-09-21 17:59:40,2016-09-21 17:59:43
663273,A5,2016-09-21 17:59:43,2016-09-21 17:59:52
663273,A6,2016-09-21 17:59:53,2016-09-21 18:00:00
663273,A22,2016-09-21 18:00:02,2016-10-03 14:16:49
663273,A23,2016-10-03 19:43:03,2016-10-03 20:00:54
663273,A9,2016-10-03 20:00:56,2016-10-03 20:01:04
663273,A14,2016-10-03 20:01:05,2016-10-26 18:02:30
663273,A12,2016-10-26 18:02:31,2016-10-26 18:02:38
663273,A13,2016-10-26 18:02:39,2016-10-26 18:02:56
663273,A3,2016-10-26 18:02:57,2016-10-26 18:03:00
663273,A11,2016-10-26 18:03:01,2016-11-25 17:25:40
663273,A4,2016-11-25 17:25:41,2016-11-25 17:26:19
663273,A5,2016-11-25 17:26:21,2016-11-25 17:26:25
663273,A6,2016-11-25 17:26:26,2016-11-25 17:26:32
663273,A7,2017-02-16 18:16:24,2017-02-16 18:18:02
663273,A8,2017-02-21 10:29:06,2017-02-21 10:50:35
663273,A9,2017-02-21 10:50:51,2017-02-21 10:50:59
663273,A12,2017-02-21 10:51:00,2017-03-07 17:40:52
663273,A13,2017-03-07 17:40:54,2017-03-07 17:41:01
663273,A34,2017-03-07 17:41:02,2017-04-18 16:54:46
663273,A35,2017-04-18 16:54:46,2017-04-18 16:55:37
663273,A14,2017-04-18 16:55:41,2017-04-18 16:55:47
663273,A10,2017-04-18 16:55:49,2017-04-18 16:55:49
663434,A1,2016-06-09 16:18:20,2016-06-09 16:18:26
663434,A2,2016-06-09 16:18:26,2016-06-09 16:18:32
663434,A6,2016-06-09 16:18:32,2016-06-09 16:18:39
663434,A18,2016-06-09 16:18:40,2016-06-09 16:19:26
663434,A19,2016-06-09 16:19:27,2016-06-09 16:45:44
663434,A9,2016-06-09 16:48:43,2016-06-09 16:49:05
663434,A20,2016-06-09 16:49:06,2016-06-09 18:17:36
663434,A14,2016-06-09 18:17:36,2016-06-10 17:52:13
663434,A12,2016-06-10 17:52:14,2016-06-10 17:52:18
663434,A13,2016-06-10 17:52:19,2016-06-10 17:52:23
663434,A3,2016-06-10 17:52:24,2016-06-10 17:52:28
663434,A4,2016-06-10 17:52:28,2016-06-10 17:53:03
663434,A5,2016-06-10 17:53:04,2016-06-10 17:53:09
663434,A6,2016-06-10 17:53:10,2016-06-10 17:53:13
663434,A22,2016-06-10 17:53:14,2016-06-10 19:44:16
663434,A23,2016-06-10 19:44:17,2016-06-13 09:26:40
663434,A9,2016-06-13 09:32:09,2016-06-13 09:32:18
663434,A20,2016-06-13 09:32:18,2016-06-13 13:56:02
663434,A21,2016-06-13 14:34:28,2016-06-13 14:34:38
663434,A6,2016-06-13 14:34:39,2016-06-13 14:34:53
663434,A22,2016-06-13 14:34:56,2016-06-13 14:37:03
663434,A23,2016-06-14 12:11:02,2016-06-14 12:11:44
663434,A9,2016-06-14 12:11:46,2016-06-14 12:11:57
663434,A12,2016-06-14 12:11:58,2016-06-15 16:00:07
663434,A13,2016-06-15 16:00:10,2016-06-15 16:00:40
663434,A14,2016-06-15 16:00:41,2016-06-15 16:01:12
663434,A12,2016-06-15 16:01:13,2016-06-15 16:03:21
663434,A13,2016-06-15 16:03:23,2016-06-15 16:03:38
663434,A3,2016-06-15 16:03:39,2016-06-15 16:09:45
663434,A11,2016-06-15 16:09:46,2016-06-15 16:10:52
663434,A5,2016-06-15 16:10:53,2016-06-15 16:11:04
663434,A12,2016-06-15 16:11:05,2016-06-15 16:16:39
663434,A13,2016-06-15 16:16:41,2016-06-15 16:16:57
663434,A3,2016-06-15 16:16:58,2016-06-15 16:48:24
663434,A4,2016-06-15 16:48:24,2016-06-15 16:48:53
663434,A5,2016-06-15 16:48:55,2016-06-15 16:49:22
663434,A12,2016-06-15 16:49:23,2016-06-15 16:52:05
663434,A13,2016-06-15 16:52:07,2016-06-15 16:54:58
663434,A3,2016-06-15 16:55:00,2016-07-28 10:08:03
663434,A11,2016-07-28 10:08:03,2016-07-28 10:08:44
663434,A4,2016-07-28 10:08:44,2016-07-28 10:10:59
663434,A5,2016-07-28 10:10:59,2016-07-28 10:12:05
663434,A6,2016-07-28 10:12:05,2016-07-28 10:12:45
663434,A7,2016-07-28 10:12:46,2016-07-28 10:14:06
663434,A8,2016-07-28 11:15:13,2016-07-28 11:15:44
663434,A9,2016-07-28 11:15:47,2016-07-28 11:16:13
663434,A10,2016-07-28 11:16:14,2016-07-28 11:16:14
658084,A1,2016-06-09 16:25:31,2016-06-09 16:26:32
658084,A2,2016-06-09 16:26:34,2016-06-09 16:26:40
658084,A3,2016-06-09 16:26:40,2016-08-23 14:47:09
658084,A4,2016-08-23 14:47:10,2016-08-23 15:00:10
658084,A5,2016-08-23 15:00:11,2016-08-23 15:00:21
658084,A6,2016-08-23 15:00:22,2016-08-23 15:00:28
658084,A7,2016-08-23 15:00:30,2016-11-01 14:54:41
658084,A8,2016-11-01 19:08:51,2016-11-01 19:13:40
658084,A9,2016-11-01 19:13:43,2016-11-01 19:13:52
658084,A38,2016-11-01 19:13:53,2016-11-09 19:06:34
658084,A14,2016-11-09 19:06:39,2016-11-09 19:06:59
658084,A14,2016-11-09 19:07:54,2016-11-09 19:10:00
658084,A17,2016-11-09 19:10:01,2016-11-09 19:10:38
658084,A6,2016-11-09 19:10:39,2016-11-09 19:10:46
658084,A14,2016-11-09 19:10:47,2016-11-09 19:10:58
658084,A14,2016-11-09 19:12:01,2016-11-09 19:12:17
658084,A17,2016-11-09 19:12:17,2017-01-19 18:42:44
658084,A12,2017-01-19 18:42:45,2017-01-19 18:42:49
658084,A13,2017-01-19 18:42:49,2017-01-19 18:42:54
658084,A34,2017-01-19 18:42:55,2017-02-02 16:13:47
658084,A6,2017-02-02 16:13:48,2017-02-02 16:13:51
658084,A14,2017-02-02 16:13:52,2017-02-02 16:13:56
658084,A14,2017-02-02 16:16:53,2017-02-02 16:16:58
658084,A10,2017-02-02 16:16:59,2017-02-02 16:16:59
658263,A1,2016-06-09 16:28:52,2016-06-09 16:30:03
658263,A2,2016-06-09 16:30:05,2016-06-09 16:30:10
658263,A3,2016-06-09 16:30:11,2016-08-23 16:24:10
658263,A11,2016-08-23 16:24:10,2016-08-23 16:28:19
658263,A5,2016-08-23 16:28:19,2016-08-23 16:28:23
658263,A17,2016-08-23 16:28:23,2016-10-03 15:28:40
658263,A6,2016-10-03 15:28:41,2016-10-03 15:28:45
658263,A14,2016-10-03 15:28:45,2016-10-03 15:28:56
658263,A17,2016-10-03 15:28:56,2016-10-03 15:28:59
658263,A3,2016-10-03 15:29:00,2016-10-31 16:34:00
658263,A4,2016-10-31 16:34:01,2016-10-31 16:47:22
658263,A5,2016-10-31 16:47:23,2016-10-31 16:47:48
658263,A6,2016-10-31 16:47:49,2016-10-31 16:47:55
658263,A7,2016-10-31 16:47:57,2016-10-31 16:56:46
658263,A8,2016-11-01 08:50:40,2016-11-01 08:52:04
658263,A9,2016-11-01 08:52:06,2016-11-01 08:52:39
658263,A12,2016-11-01 08:52:40,2016-11-11 15:45:09
658263,A13,2016-11-11 15:45:10,2016-11-11 15:45:15
658263,A14,2016-11-11 15:45:16,2016-11-11 15:45:19
658263,A14,2016-11-11 17:55:58,2016-11-11 17:56:01
658263,A10,2016-11-11 17:56:03,2016-11-11 17:56:03
658521,A1,2016-06-09 16:31:12,2016-06-09 16:32:19
658521,A2,2016-06-09 16:32:20,2016-06-09 16:32:25
658521,A3,2016-06-09 16:32:25,2016-08-09 15:24:16
658521,A4,2016-08-09 15:24:16,2016-08-09 15:25:30
658521,A5,2016-08-09 15:25:31,2016-08-09 15:25:38
658521,A6,2016-08-09 15:25:39,2016-08-09 15:25:47
658521,A7,2016-08-09 15:25:49,2016-11-07 19:17:19
658521,A8,2016-11-16 17:40:01,2016-11-16 18:16:44
658521,A9,2016-11-16 18:40:37,2016-11-16 18:40:41
658521,A34,2016-11-16 18:40:41,2017-01-02 16:33:06
658521,A6,2017-01-02 16:33:07,2017-01-02 16:33:13
658521,A14,2017-01-02 16:33:13,2017-01-02 16:33:17
658521,A14,2017-01-02 16:34:49,2017-01-02 16:34:54
658521,A10,2017-01-02 16:34:55,2017-01-02 16:34:55
658854,A1,2016-06-09 16:32:23,2016-06-09 16:34:06
658854,A2,2016-06-09 16:34:08,2016-06-09 16:34:30
658854,A3,2016-06-09 16:34:31,2017-04-07 18:15:21
658854,A4,2017-04-07 18:15:21,2017-04-07 18:18:14
658854,A5,2017-04-07 18:18:16,2017-04-07 18:22:26
658854,A6,2017-04-07 18:22:27,2017-04-07 18:22:32
658854,A7,2017-04-07 18:22:34,2017-04-07 18:23:19
658854,A8,2017-04-07 19:01:18,2017-04-07 19:03:39
658854,A9,2017-05-29 17:45:25,2017-05-29 17:45:30
658854,A10,2017-05-29 17:45:31,2017-05-29 17:45:31
659308,A1,2016-06-09 16:34:20,2016-06-09 16:34:24
659308,A2,2016-06-09 16:34:25,2016-06-09 16:34:32
659308,A6,2016-06-09 16:34:33,2016-06-09 16:34:37
659308,A18,2016-06-09 16:34:38,2016-06-17 10:59:37
659308,A19,2016-06-17 14:56:02,2016-06-17 14:56:02
659308,A9,2016-06-17 15:01:45,2016-06-17 15:01:50
659308,A3,2016-06-17 15:01:51,2016-06-17 15:01:53
659308,A11,2016-06-17 15:01:53,2016-06-17 15:02:27
659308,A5,2016-06-17 15:02:28,2016-06-17 15:02:31
659308,A6,2016-06-17 15:02:32,2016-06-17 15:02:35
659308,A22,2016-06-17 15:02:37,2016-06-17 15:03:01
659308,A9,2016-06-17 15:03:04,2016-06-17 15:03:10
659308,A20,2016-06-17 15:03:10,2016-06-20 13:07:13
659308,A21,2016-07-15 12:51:08,2016-07-15 12:52:34
659308,A6,2016-07-15 12:52:34,2016-07-15 12:52:40
659308,A22,2016-07-15 12:52:41,2016-07-26 10:45:56
659308,A9,2016-07-26 10:46:01,2016-07-26 10:46:08
659308,A14,2016-07-26 10:46:08,2016-07-26 10:46:16
659308,A6,2016-07-26 10:46:17,2016-07-26 10:46:24
659308,A18,2016-07-26 10:46:25,2016-07-26 10:47:26
659308,A19,2016-07-28 19:43:32,2016-07-28 19:44:42
659308,A9,2016-07-28 19:44:44,2016-07-28 19:44:49
659308,A14,2016-07-28 19:44:50,2016-07-29 12:43:37
659308,A17,2016-07-29 12:43:38,2016-07-29 12:43:40
659308,A3,2016-07-29 12:43:40,2016-07-29 12:43:43
659308,A11,2016-07-29 12:43:43,2016-08-02 10:04:14
659308,A5,2016-08-02 10:04:15,2016-08-02 10:04:22
659308,A12,2016-08-02 10:04:24,2016-08-04 08:56:44
659308,A13,2016-08-04 08:56:46,2016-08-04 08:57:07
659308,A3,2016-08-04 08:57:07,2016-11-24 09:52:57
659308,A4,2016-11-24 09:52:58,2016-11-24 09:56:41
659308,A5,2016-11-24 09:56:42,2016-11-24 09:56:55
659308,A6,2016-11-24 09:56:56,2016-11-24 09:57:00
659308,A7,2016-11-24 09:57:01,2017-02-13 12:06:59
659308,A8,2017-02-17 16:35:10,2017-02-18 15:45:29
659308,A9,2017-02-18 15:45:32,2017-02-19 09:08:05
659308,A34,2017-02-19 09:08:06,2017-04-14 12:48:40
659308,A6,2017-04-14 12:48:41,2017-04-14 12:48:45
659308,A14,2017-04-14 12:48:45,2017-04-14 12:48:50
659308,A10,2017-04-14 12:48:52,2017-04-14 12:48:52
659356,A1,2016-06-09 16:34:53,2016-06-09 16:36:05
659356,A2,2016-06-09 16:36:07,2016-06-09 16:36:14
659356,A3,2016-06-09 16:36:14,2016-07-18 17:36:51
659356,A4,2016-07-18 17:36:52,2016-07-18 17:38:18
659356,A5,2016-07-18 17:38:18,2016-07-18 17:38:23
659356,A6,2016-07-18 17:38:24,2016-07-18 17:38:30
659356,A7,2016-07-18 17:38:32,2016-09-09 14:35:32
659356,A8,2016-09-13 17:39:45,2016-09-20 18:54:16
659356,A7,2016-09-20 18:54:17,2016-09-21 17:42:40
659356,A8,2016-09-22 18:55:06,2016-09-22 19:08:35
659356,A9,2016-09-23 13:50:03,2016-09-23 13:50:55
659356,A34,2016-09-23 13:50:55,2016-10-06 17:37:35
659356,A6,2016-10-06 17:37:35,2016-10-06 17:37:39
659356,A14,2016-10-06 17:37:40,2016-10-06 17:37:44
659356,A10,2016-10-06 17:37:45,2016-10-06 17:37:45
657984,A15,2016-06-09 16:35:58,2016-06-10 17:02:11
657984,A16,2016-06-13 15:17:50,2016-06-13 15:19:42
657984,A9,2016-06-13 15:19:45,2016-06-13 15:20:04
657984,A12,2016-06-13 15:20:05,2016-06-14 13:48:18
657984,A13,2016-06-14 13:48:20,2016-06-14 13:48:27
657984,A34,2016-06-14 13:48:27,2016-08-01 14:29:03
657984,A35,2016-08-01 14:29:04,2016-08-01 14:29:54
657984,A14,2016-08-01 14:29:58,2016-08-01 14:30:05
657984,A10,2016-08-01 14:30:07,2016-08-01 14:30:07
662778,A15,2016-06-09 16:38:35,2016-06-09 16:58:32
662778,A16,2016-06-09 18:10:06,2016-06-09 18:11:13
662778,A9,2016-06-09 18:11:15,2016-06-13 15:19:22
662778,A12,2016-06-13 15:19:23,2016-07-07 15:47:06
662778,A33,2016-07-07 15:47:08,2016-07-07 15:47:59
662778,A13,2016-07-07 15:48:01,2016-07-07 15:48:06
662778,A3,2016-07-07 15:48:06,2016-08-30 15:06:56
662778,A4,2016-08-30 15:06:56,2016-08-30 15:13:58
662778,A5,2016-08-30 15:13:59,2016-08-30 15:14:03
662778,A17,2016-08-30 15:14:04,2016-10-03 17:02:41
662778,A6,2016-10-03 17:02:42,2016-10-03 17:02:56
662778,A7,2016-10-03 17:02:59,2016-10-03 17:43:59
662778,A8,2016-10-04 10:40:59,2016-10-04 10:41:32
662778,A9,2016-10-04 15:54:49,2016-10-04 15:54:54
662778,A10,2016-10-04 15:54:56,2016-10-04 15:54:56
659498,A1,2016-06-09 16:39:57,2016-06-22 17:38:46
659498,A2,2016-06-22 17:38:48,2016-06-22 17:38:54
659498,A3,2016-06-22 17:38:54,2016-08-15 17:22:38
659498,A11,2016-08-15 17:22:38,2016-08-15 17:52:59
659498,A4,2016-08-15 17:52:59,2016-08-15 17:53:05
659498,A5,2016-08-15 17:53:05,2016-08-15 17:53:13
659498,A3,2016-08-15 17:53:14,2016-08-16 17:52:05
659498,A4,2016-08-16 17:52:05,2016-08-16 17:53:20
659498,A5,2016-08-16 17:53:21,2016-08-16 17:53:40
659498,A6,2016-08-16 17:53:40,2016-08-16 17:55:10
659498,A7,2016-08-16 17:55:11,2016-08-16 17:58:32
659498,A8,2016-08-18 17:57:46,2016-08-18 17:57:47
659498,A9,2016-08-22 15:39:17,2016-08-22 15:39:25
659498,A10,2016-08-22 15:39:27,2016-08-22 15:39:27
659828,A1,2016-06-09 16:42:07,2016-06-09 16:43:35
659828,A2,2016-06-09 16:43:37,2016-06-09 16:43:41
659828,A3,2016-06-09 16:43:41,2016-08-23 16:19:44
659828,A4,2016-08-23 16:19:44,2016-08-23 16:20:42
659828,A5,2016-08-23 16:20:42,2016-08-23 16:20:49
659828,A6,2016-08-23 16:20:50,2016-08-23 16:20:55
659828,A7,2016-08-23 16:20:56,2016-08-29 18:58:01
659828,A8,2016-08-30 19:13:18,2016-08-30 19:13:19
659828,A9,2016-08-31 16:44:47,2016-08-31 16:44:53
659828,A10,2016-08-31 16:44:55,2016-08-31 16:44:55
659924,A1,2016-06-09 16:49:36,2016-06-09 16:51:06
659924,A2,2016-06-09 16:51:08,2016-06-09 16:51:13
659924,A3,2016-06-09 16:51:14,2016-08-24 14:47:01
659924,A4,2016-08-24 14:47:01,2016-08-24 14:48:36
659924,A5,2016-08-24 14:48:37,2016-08-24 14:48:46
659924,A6,2016-08-24 14:48:46,2016-08-24 14:48:50
659924,A7,2016-08-24 14:48:52,2016-11-30 14:14:46
659924,A8,2016-11-30 17:24:55,2016-11-30 17:25:50
659924,A9,2016-12-01 12:23:31,2016-12-01 12:23:36
659924,A34,2016-12-01 12:23:37,2017-02-02 16:12:32
659924,A6,2017-02-02 16:12:33,2017-02-02 16:12:36
659924,A14,2017-02-02 16:12:37,2017-02-02 16:12:41
659924,A14,2017-02-02 16:17:29,2017-02-02 16:17:33
659924,A10,2017-02-02 16:17:35,2017-02-02 16:17:35
662833,A1,2016-06-09 16:49:51,2016-06-09 16:53:12
662833,A2,2016-06-09 16:53:14,2016-06-09 16:53:20
662833,A3,2016-06-09 16:53:21,2017-04-12 18:35:48
662833,A4,2017-04-12 18:35:49,2017-04-12 18:37:25
662833,A5,2017-04-12 18:37:26,2017-04-12 18:37:35
662833,A6,2017-04-12 18:37:36,2017-04-12 18:37:39
662833,A7,2017-04-12 18:37:40,2017-04-12 18:38:15
662833,A8,2017-04-17 13:18:12,2017-04-17 13:20:08
662833,A9,2017-05-30 15:32:10,2017-05-30 15:32:14
662833,A10,2017-05-30 15:32:15,2017-05-30 15:32:15
660166,A1,2016-06-09 16:52:06,2016-06-09 16:53:37
660166,A2,2016-06-09 16:53:39,2016-06-09 16:53:44
660166,A3,2016-06-09 16:53:45,2016-06-10 17:45:19
660166,A4,2016-06-10 17:45:19,2016-06-10 17:45:23
660166,A5,2016-06-10 17:45:24,2016-06-10 17:45:30
660166,A6,2016-06-10 17:45:30,2016-06-10 17:45:35
660166,A22,2016-06-10 17:45:36,2016-07-20 18:40:39
660166,A23,2016-07-20 18:59:50,2016-07-20 18:59:50
660166,A9,2016-07-21 10:04:00,2016-07-21 10:04:22
660166,A3,2016-07-21 10:04:23,2016-07-21 10:04:29
660166,A11,2016-07-21 10:04:30,2016-07-26 13:29:40
660166,A5,2016-07-26 13:29:40,2016-07-26 13:29:49
660166,A12,2016-07-26 13:29:50,2016-07-26 13:32:53
660166,A13,2016-07-26 13:32:55,2016-07-26 13:33:04
660166,A3,2016-07-26 13:33:05,2016-12-12 13:43:41
660166,A4,2016-12-12 13:43:42,2016-12-12 13:44:48
660166,A5,2016-12-12 13:44:49,2016-12-12 13:44:55
660166,A6,2016-12-12 13:44:56,2016-12-12 13:45:01
660166,A7,2016-12-12 13:45:02,2016-12-12 13:49:33
660166,A8,2016-12-15 16:55:01,2016-12-15 16:56:25
660166,A9,2016-12-16 14:05:35,2016-12-16 14:05:41
660166,A10,2016-12-16 14:05:43,2016-12-16 14:05:43
661113,A1,2016-06-09 16:54:44,2016-06-09 16:55:43
661113,A2,2016-06-09 16:55:45,2016-06-09 16:55:51
661113,A3,2016-06-09 16:55:52,2016-08-26 15:19:27
661113,A4,2016-08-26 15:19:28,2016-08-26 15:22:48
661113,A5,2016-08-26 15:22:49,2016-08-26 15:24:14
661113,A6,2016-08-26 15:24:14,2016-08-26 15:24:19
661113,A7,2016-08-26 15:24:20,2016-10-19 18:30:47
661113,A8,2016-10-20 08:18:19,2016-10-20 08:21:00
661113,A9,2016-10-20 08:21:02,2016-10-20 08:21:10
661113,A12,2016-10-20 08:21:11,2016-10-26 17:46:54
661113,A13,2016-10-26 17:46:55,2016-10-26 17:46:58
661113,A34,2016-10-26 17:46:59,2017-02-02 14:12:49
661113,A6,2017-02-02 14:12:50,2017-02-02 14:12:53
661113,A14,2017-02-02 14:12:54,2017-02-02 14:12:57
661113,A14,2017-02-02 16:50:47,2017-02-02 16:50:51
661113,A10,2017-02-02 16:50:52,2017-02-02 16:50:52
661163,A1,2016-06-09 16:56:44,2016-06-09 16:57:31
661163,A2,2016-06-09 16:57:32,2016-06-09 16:57:36
661163,A3,2016-06-09 16:57:37,2016-06-13 17:12:02
661163,A4,2016-06-13 17:12:02,2016-06-13 17:12:14
661163,A11,2016-06-13 17:12:14,2016-06-13 17:12:20
661163,A4,2016-06-13 17:12:21,2016-06-13 17:14:00
661163,A5,2016-06-13 17:14:01,2016-06-13 17:14:08
661163,A6,2016-06-13 17:14:09,2016-06-13 17:14:15
661163,A7,2016-06-13 17:14:16,2016-06-13 17:16:09
661163,A8,2016-06-14 14:22:24,2016-06-14 14:22:24
661163,A9,2016-06-15 13:53:41,2016-06-15 13:53:45
661163,A12,2016-06-15 13:53:46,2016-06-16 11:54:14
661163,A13,2016-06-16 11:54:16,2016-06-16 11:54:21
661163,A14,2016-06-16 11:54:21,2016-06-16 11:54:24
661163,A10,2016-06-16 11:54:25,2016-06-16 11:54:25
661363,A1,2016-06-09 16:58:17,2016-06-09 16:59:11
661363,A2,2016-06-09 16:59:13,2016-06-09 16:59:17
661363,A3,2016-06-09 16:59:18,2016-08-26 18:28:20
661363,A4,2016-08-26 18:28:21,2016-08-26 18:30:44
661363,A5,2016-08-26 18:30:45,2016-08-26 18:30:51
661363,A6,2016-08-26 18:30:52,2016-08-26 18:30:58
661363,A7,2016-08-26 18:30:59,2016-11-09 17:24:58
661363,A8,2016-11-22 18:41:31,2016-11-22 18:49:40
661363,A9,2016-11-24 17:37:34,2016-11-24 17:37:37
661363,A34,2016-11-24 17:37:38,2017-02-02 15:53:55
661363,A6,2017-02-02 15:53:56,2017-02-02 15:53:59
661363,A14,2017-02-02 15:54:00,2017-02-02 15:54:03
661363,A14,2017-02-02 16:23:12,2017-02-02 16:23:16
661363,A10,2017-02-02 16:23:18,2017-02-02 16:23:18
663796,A15,2016-06-09 16:58:58,2016-06-09 17:16:00
663796,A16,2016-06-09 18:11:22,2016-06-09 18:11:54
663796,A9,2016-06-09 18:11:56,2016-06-14 16:30:26
663796,A12,2016-06-14 16:30:27,2016-07-15 15:10:18
663796,A13,2016-07-15 15:10:20,2016-07-15 15:10:25
663796,A3,2016-07-15 15:10:26,2016-08-30 16:24:10
663796,A4,2016-08-30 16:24:10,2016-08-30 16:27:04
663796,A5,2016-08-30 16:27:05,2016-08-30 16:27:10
663796,A6,2016-08-30 16:27:10,2016-08-30 16:27:14
663796,A7,2016-08-30 16:27:16,2016-08-30 16:27:46
663796,A8,2016-08-30 18:56:46,2016-08-30 18:57:17
663796,A9,2016-08-30 18:57:19,2016-08-31 09:22:21
663796,A10,2016-08-31 09:22:22,2016-09-23 13:40:32
663796,A14,2016-09-23 13:40:33,2016-09-23 13:40:37
663796,A12,2016-09-23 13:40:39,2016-09-23 13:42:01
663796,A13,2016-09-23 13:42:03,2016-09-23 13:42:11
663796,A14,2016-09-23 13:42:11,2016-09-23 13:42:17
663796,A10,2016-09-23 13:42:18,2016-10-13 17:11:21
663796,A14,2016-10-13 17:11:23,2016-10-13 17:11:30
663796,A6,2016-10-13 17:11:30,2016-10-13 17:11:40
663796,A22,2016-10-13 17:11:42,2016-10-14 14:54:09
663796,A23,2016-10-18 12:21:17,2016-10-18 12:31:15
663796,A9,2016-10-20 17:21:29,2016-10-20 17:22:45
663796,A14,2016-10-20 17:22:46,2016-10-20 17:22:52
663796,A36,2016-10-20 17:22:54,2016-11-16 15:09:05
663796,A37,2016-11-16 15:09:06,2016-11-17 16:00:12
663796,A14,2016-11-17 16:00:14,2016-11-17 18:24:44
663796,A14,2016-11-17 17:07:38,2016-11-17 17:07:43
663796,A10,2016-11-17 18:24:45,2016-11-17 18:24:45
661629,A1,2016-06-09 17:00:01,2016-06-09 17:00:48
661629,A2,2016-06-09 17:00:50,2016-06-09 17:00:55
661629,A3,2016-06-09 17:00:55,2016-08-18 14:09:07
661629,A4,2016-08-18 14:09:08,2016-08-18 14:10:09
661629,A5,2016-08-18 14:10:10,2016-08-18 14:10:16
661629,A6,2016-08-18 14:10:17,2016-08-18 14:10:26
661629,A7,2016-08-18 14:10:27,2016-08-22 19:39:10
661629,A8,2016-08-23 18:28:41,2016-08-23 18:28:41
661629,A9,2016-08-25 19:49:41,2016-08-25 19:50:04
661629,A10,2016-08-25 19:50:05,2016-08-25 19:50:05
663692,A15,2016-06-09 17:01:29,2016-06-09 17:02:30
663692,A16,2016-06-09 17:12:35,2016-06-09 17:13:08
663692,A9,2016-06-09 17:13:09,2016-06-09 17:13:17
663692,A12,2016-06-09 17:13:18,2016-06-13 16:53:44
663692,A13,2016-06-13 16:53:46,2016-06-13 16:53:55
663692,A14,2016-06-13 16:53:55,2016-06-19 18:22:01
663692,A6,2016-06-19 18:22:02,2016-06-19 18:22:13
663692,A18,2016-06-19 18:22:17,2016-07-19 18:39:07
663692,A19,2016-07-19 18:47:03,2016-07-19 18:48:07
663692,A9,2016-07-19 18:48:10,2016-07-19 18:48:21
663692,A12,2016-07-19 18:48:22,2016-07-21 18:00:14
663692,A13,2016-07-21 18:00:16,2016-07-21 18:00:26
663692,A3,2016-07-21 18:00:27,2016-07-21 18:00:37
663692,A4,2016-07-21 18:00:38,2016-07-21 18:00:40
663692,A5,2016-07-21 18:00:41,2016-07-21 18:00:48
663692,A14,2016-07-21 18:00:48,2016-07-21 18:01:28
663692,A12,2016-07-21 18:01:29,2016-07-21 18:01:33
663692,A13,2016-07-21 18:01:34,2016-07-21 18:01:39
663692,A34,2016-07-21 18:01:40,2017-01-30 19:02:57
663692,A12,2017-01-30 19:02:59,2017-01-30 19:03:02
663692,A13,2017-01-30 19:03:03,2017-01-30 19:03:08
663692,A3,2017-01-30 19:03:09,2017-01-30 19:03:12
663692,A11,2017-01-30 19:03:13,2017-01-30 19:03:44
663692,A5,2017-01-30 19:03:44,2017-01-30 19:03:50
663692,A14,2017-01-30 19:03:50,2017-01-30 19:03:56
663692,A14,2017-01-30 19:07:33,2017-01-30 19:07:39
663692,A10,2017-01-30 19:07:40,2017-01-30 19:07:40
663403,A1,2016-06-09 17:01:32,2016-06-09 17:02:21
663403,A2,2016-06-09 17:02:23,2016-06-09 17:02:30
663403,A3,2016-06-09 17:02:31,2016-07-11 17:02:53
663403,A11,2016-07-11 17:02:54,2016-07-11 17:02:57
663403,A5,2016-07-11 17:02:58,2016-07-11 17:03:03
663403,A6,2016-07-11 17:03:04,2016-07-11 17:03:08
663403,A7,2016-07-11 17:03:09,2016-07-13 12:00:42
663403,A8,2016-07-13 12:00:53,2016-07-13 12:11:01
663403,A9,2016-07-13 12:11:04,2016-07-13 15:37:29
663403,A12,2016-07-13 15:37:30,2016-07-13 15:42:45
663403,A13,2016-07-13 15:42:47,2016-07-13 15:42:54
663403,A34,2016-07-13 15:42:55,2016-07-13 15:43:02
663403,A12,2016-07-13 15:43:03,2016-07-13 15:43:07
